epoch,epoch_train_seconds,epoch_val_seconds,epoch_total_seconds,train_loss,train_L_metric_multiscale,train_L_log,train_L_sparse_pre_anchor,train_L_edge,train_w_metric,train_w_log,train_w_sparse,train_w_edge,train_metric_D16,train_metric_D8,train_metric_D4,train_metric_D2,train_metric_D1,train_mean_fusion_gate4,train_mean_fusion_gate8,train_mean_fusion_gate16,train_mean_residual_gate_8,train_mean_residual_gate_4,train_mean_residual_gate_2,train_mean_residual_gate_1,val_rmse,val_mae,val_irmse,val_imae,val_abs_rel,val_delta1,val_delta2,val_delta3,val_valid_pixels,val_macro_rmse,val_macro_mae,val_macro_irmse,val_macro_imae,val_macro_abs_rel,val_macro_delta1,val_macro_delta2,val_macro_delta3,val_macro_rmse_0_20,val_macro_mae_0_20,val_macro_rmse_20_40,val_macro_mae_20_40,val_macro_rmse_40_60,val_macro_mae_40_60,val_macro_rmse_60_80,val_macro_mae_60_80,val_macro_rmse_80_120,val_macro_mae_80_120,val_macro_rmse_edge,val_macro_mae_edge,val_macro_rmse_nonedge,val_macro_mae_nonedge,val_rmse_0_20,val_mae_0_20,val_valid_pixels_0_20,val_rmse_20_40,val_mae_20_40,val_valid_pixels_20_40,val_rmse_40_60,val_mae_40_60,val_valid_pixels_40_60,val_rmse_60_80,val_mae_60_80,val_valid_pixels_60_80,val_rmse_80_120,val_mae_80_120,val_valid_pixels_80_120,val_rmse_edge,val_mae_edge,val_valid_pixels_edge,val_rmse_nonedge,val_mae_nonedge,val_valid_pixels_nonedge,best_rmse
10,146.31801015500014,39.87781936400006,186.19586154599983,1.2852876021713018,1.1820286330394447,0.001822292018623557,1.0288218150660395,0.00024660729182869546,1.0,0.19999999999999932,0.09999999999999966,0.04999999999999983,2.812570440620184,2.1934636631049216,0.8923587739188225,0.4242936808429658,0.3868172037228942,0.162786865234375,0.12448326110839844,0.1692266845703125,0.2858941650390625,0.28007293701171876,0.13981246948242188,0.18753448486328125,1.6587444685627892,0.598718725905843,93.46011730511191,3.361311110798481,0.037070701917334616,0.9864804677224677,0.9955970487620999,0.9980470397001502,25424992,1.6106151975691319,0.6126269403100014,19.267832809090613,3.851610205471516,0.03960796593688429,0.9836805813014508,0.9947377246618271,0.9976209449768066,0.903349863216281,0.35614172734320165,2.109435157601719,1.0988506656750023,4.160506507424891,2.7746074686932993,6.99510922406101,4.679771515412059,17.667795526220445,16.16043314426503,2.2708187871426344,0.9085760822147131,1.426388396024704,0.5530981516838074,0.9401821828827022,0.33733678534955863,19685953,2.077502039638765,1.0461163433021017,4254287,3.8259297733061786,2.3789903233619367,1120771,6.506457239324665,3.7901124154974397,355995,18.442045844984865,14.472715002356571,7986,2.305396769004484,0.8610857404655009,4669922,1.4746727170440848,0.5396857501487042,20755070,1.6301989634090217
11,172.59457017199975,44.6870190640002,217.28162257999975,1.2204969636537135,1.1204351317696273,0.001696994545563939,0.9971012683957815,0.0002460489512759523,1.0,0.19999999999999932,0.09999999999999966,0.04999999999999983,2.766162739172578,2.161529584471136,0.8369830365478993,0.395793590946123,0.35883147598244247,0.16389373779296876,0.124725341796875,0.16933670043945312,0.27987548828125,0.28548492431640626,0.14020263671875,0.18551513671875,1.5813028735795507,0.4932911559558271,346.1044572629165,2.6376103982033703,0.028212861464757755,0.987582060989439,0.9957568128241693,0.9981107172029788,25424992,1.5258864622563124,0.5078804605640471,51.60100313842297,3.368416937291622,0.030600414650980384,0.9853223083913326,0.9949495783448219,0.9977050790190697,0.8669146781787276,0.2785699391178787,2.032309426318488,0.966347245185141,3.819282581383281,2.393334480361644,6.428753322702113,4.1220605460608875,17.98286481816718,16.56961475839006,2.1813134507089855,0.8019365476816893,1.3394456931203604,0.448265456520021,0.9130038150331268,0.2591939844964421,19685953,2.018521006095415,0.9154069620095319,4254287,3.5270263267200828,2.016845037186469,1120771,6.049189223795228,3.2700111694876,355995,18.934292795095264,15.09017410870635,7986,2.2260395938916586,0.7593347235973767,4669922,1.395779365575414,0.4334309531456689,20755070,1.5813028735795507
12,139.89933188799978,35.12180928399994,175.0212585449999,1.182851949110627,1.084429929293692,0.0016164177792234113,0.9808639608696104,0.000246826963229978,1.0,0.19999999999999932,0.09999999999999966,0.04999999999999983,2.690096723251045,2.122385470755398,0.7996124578732997,0.3817754004150629,0.34689572506584226,0.1647064208984375,0.12500831604003906,0.16948471069335938,0.2755828857421875,0.2874105834960938,0.1400634765625,0.1833880615234375,1.575892769590967,0.5258941369328743,337.5699285476792,3.1394419852472324,0.032726992068892076,0.9871296714665633,0.995666704634558,0.9980723691083168,25424992,1.5229723809659481,0.5383764135837555,50.084973123371604,3.868359206318855,0.034950698628090325,0.984726525992155,0.9948377333581447,0.9976613852381706,0.9121348559483886,0.3327585831284523,1.9789499129996793,0.9141850456482817,3.6770192323429725,2.280639633114969,6.500165955161014,4.211257463548241,17.478315479704673,15.97831851066427,2.1801458203047512,0.822281123958528,1.3362129233032465,0.4811198458448052,0.9550645064389216,0.31547856899476906,19685953,1.9768082330679004,0.8752673214381853,4254287,3.383052841184615,1.9054138726582714,1120771,6.076638951956619,3.337378037229184,355995,18.000204133537135,14.161910016704494,7986,2.223583802909286,0.7802020784340514,4669922,1.3891489392576164,0.4686744622866922,20755070,1.575892769590967
13,139.02858409700002,37.21796931600011,176.24658751100014,1.1530858781188726,1.0564436685480176,0.0015577273255621548,0.9631836368143558,0.0002460023201365402,1.0,0.19999999999999932,0.09999999999999966,0.04999999999999983,2.646556287072599,2.0966979268938304,0.7712144905049354,0.3703665267676115,0.33645917038433254,0.16549087524414063,0.1253546142578125,0.16916275024414062,0.2718345642089844,0.29311279296875,0.13937225341796874,0.18257369995117187,1.5639380857875627,0.4818265553269474,364.35459325984925,2.6658541709177332,0.027758121546292393,0.9881269972474328,0.9958790547505384,0.9981190947867358,25424992,1.506543317809701,0.49528493225574494,58.415875852406025,3.3741845893859863,0.02966227131895721,0.9864232471585274,0.9951713663339615,0.9977420848608017,0.8864019519835711,0.280668976213783,1.9850682356495701,0.9059437047924743,3.714163204085245,2.3102780293989302,6.282452083861601,4.0429266645979425,17.023208235172515,15.345291545543265,2.1669803074747325,0.7877547369897365,1.317427473589778,0.4359827795624733,0.9383946749796324,0.26334816647838627,19685953,1.9835179793833764,0.8583060964722514,4254287,3.413309585527664,1.928227282784384,1120771,5.912759966381501,3.2148205303402753,355995,18.07988715249724,13.665789317344323,7986,2.2142938373512573,0.7465983760059406,4669922,1.3758741901135714,0.42225249691885336,20755070,1.5639380857875627
14,147.54346241199983,38.17388849000008,185.71738162799966,1.1237046218849718,1.028701324928552,0.0015085783705580979,0.9468929953873158,0.00024564817079408385,1.0,0.19999999999999932,0.09999999999999966,0.04999999999999983,2.6065864192694423,2.0710426494292915,0.743290173187852,0.3597530478145927,0.32556866519153116,0.16629501342773437,0.12554290771484375,0.16886077880859374,0.26873489379882814,0.2982501220703125,0.138798828125,0.181612548828125,1.5487861523458841,0.48408209110552214,363.1249660662172,2.7742220628390464,0.02865428361356515,0.9878748437757621,0.9959240498482753,0.9981661744475672,25424992,1.4953877789154648,0.49854082517325876,63.158973861336705,3.584975472688675,0.031043322922196238,0.9855931989848614,0.9951720535755157,0.9977859479188919,0.8725364255160093,0.2840101735107601,1.98048582215153,0.9166526326004144,3.6538538482317886,2.265784757915683,6.386739056607895,4.130654292054939,17.03188231752274,15.547762452795151,2.138056422919035,0.7810750340670347,1.3124028665572405,0.44136352378875016,0.9202574138687527,0.2648754008823933,19685953,1.9718294362754114,0.8693619122394279,4254287,3.3555877761626935,1.8892723426177636,1120771,5.9778031761280355,3.278784525833277,355995,17.458879361381086,13.808032581091464,7986,2.18186058531242,0.7388168944074525,4669922,1.3665047281518345,0.42676637575500376,20755070,1.5487861523458841
15,201.96002003800004,42.70891930999994,244.66897929799995,1.1037394855357707,1.0091970904543996,0.0014843960190410144,0.9423333974927663,0.00024350995824534038,1.0,0.19999999999999932,0.09999999999999966,0.04999999999999983,2.5796915708854793,2.0471276713721456,0.7161936812940985,0.3536453288607299,0.3196286543319002,0.16698043823242187,0.12587234497070313,0.168682861328125,0.26601638793945315,0.30695648193359376,0.13851119995117187,0.18139358520507812,1.5729269307929585,0.4923406801178732,313.3697502291201,2.470469670142251,0.02714309216272435,0.9883975971359205,0.9960586811590737,0.9982135687594317,25424992,1.520647451505065,0.5056562814302743,50.48571888655424,3.158808230906725,0.029226219498086722,0.9864857958257198,0.9953529453277588,0.9978477407991886,0.8570386296138167,0.26763942642137406,1.971893614425467,0.9423191976036773,3.809681142203912,2.4730050500989877,6.842455624887937,4.6362297208651615,17.184072953082147,15.719948141625586,2.163333942592144,0.7980892027914525,1.3390041890740394,0.4466609092615545,0.9059073068088871,0.24959019720708936,19685953,1.950957660739226,0.8878104636767248,4254287,3.496600110535327,2.1067050210102205,1120771,6.366351488730951,3.807964738915932,355995,17.4224469139333,13.847501589963528,7986,2.20193493921361,0.755650891774192,4669922,1.3927854954217875,0.4330954860728946,20755070,1.5487861523458841
16,143.54836411099996,34.58478419400001,178.13317379599994,1.0777700286731124,0.9840955415554344,0.0014333752474340144,0.9337565062940121,0.00024322422731529514,1.0,0.19999999999999932,0.09999999999999966,0.04999999999999983,2.5516231159120797,2.0073212420195343,0.6797701567783951,0.3460099694970995,0.3128347317269072,0.16740188598632813,0.1261773681640625,0.16842010498046875,0.26830856323242186,0.30979736328125,0.13779098510742188,0.18065902709960938,1.5204601335120695,0.4586332286432756,317.4679246882778,2.3817271328474017,0.026031897582534606,0.9886476267131176,0.9960476683729144,0.9982078263780771,25424992,1.4661985358595848,0.47178382381796835,51.624044583439826,3.0473248958587646,0.02800890197744593,0.9868292853236198,0.99535490706563,0.9978432729840279,0.8612611705064773,0.26290029102936385,1.9878489224976796,0.8971492587318949,3.5937469747195205,2.201447628457626,6.010393203435552,3.82111590503031,15.78981379397372,14.30689288606035,2.1139252361655236,0.7558667599782347,1.2799264848977328,0.41406888561323285,0.9128517832773047,0.24479209668970955,19685953,1.9851124091330838,0.8511961189836718,4254287,3.30668313177979,1.8301432613495263,1120771,5.631206817944474,3.0029833432136237,355995,16.08032443753409,12.563152525796944,7986,2.161035184522302,0.7159657333843342,4669922,1.3346099843973955,0.400733028254512,20755070,1.5204601335120695
17,144.86908276400004,35.14245561100006,180.01156592899997,1.0327729735523463,0.9409252412430942,0.0013641094426202472,0.9156272809952497,0.00024364600607896137,1.0,0.19999999999999932,0.09999999999999966,0.04999999999999983,2.516706731505692,1.93082362819463,0.610043597733602,0.3350626387819648,0.30196531837806107,0.16774246215820313,0.1264434814453125,0.16799530029296875,0.26713470458984373,0.3178155517578125,0.13647201538085937,0.1796636962890625,1.531155334621508,0.4826340172338937,322.3256503933299,2.8043058268372563,0.029119638496077564,0.9876960826575678,0.9959218079596642,0.9981878067060945,25424992,1.4811504238843918,0.4976751018315554,51.66088160485029,3.580088163912296,0.03168570176465437,0.9851050671935081,0.9951546891033649,0.997811799198389,0.8771486110985279,0.28919491622596977,1.9677891725256702,0.8962342731598343,3.5883822526907245,2.210691599275888,6.2667292514790685,4.115140261042732,16.093641223806017,14.704041111722905,2.1190659439563753,0.7747061701118946,1.2991222358867527,0.4416141602396965,0.9233102922245755,0.26979059034366565,19685953,1.9633717423437749,0.8495982958919993,4254287,3.288640237228418,1.834468086032188,1120771,5.853882727078392,3.33141857641152,355995,16.234940993783862,12.955060601562836,7986,2.161731194242893,0.7322488775140409,4669922,1.3492546184080685,0.42647029691918725,20755070,1.5204601335120695
18,142.53593317399987,34.25265291100004,176.78861091999988,1.0022753144800662,0.9107917637750507,0.0013545618438729435,0.9120045463368297,0.00024369650946937327,1.0,0.19999999999999932,0.09999999999999966,0.04999999999999983,2.4966235722973944,1.8482128791697323,0.5438843089714647,0.33209670760668814,0.2991198626719415,0.1679541015625,0.12667999267578126,0.16774734497070312,0.25942398071289063,0.3233905029296875,0.13504608154296874,0.17999603271484374,1.517807147707754,0.4629875525795473,328.4480972472748,2.455879720477149,0.026456403160897736,0.9888067614731206,0.9961122504974633,0.9982423199975835,25424992,1.4647577688843012,0.4758756616525352,49.90602887064219,3.0756785306334495,0.02836215361719951,0.987069396674633,0.9954468655586243,0.9978894945979119,0.8601638644188643,0.26772585121914744,1.9202487677410809,0.867836850791494,3.666087161912403,2.275317533157172,6.2218364603151155,3.982038635225477,15.71680839213919,14.19686911714838,2.1007019106298683,0.7554332607612014,1.2826225392520427,0.4191131174005568,0.909799434428149,0.2501433831975366,19685953,1.9142437479719505,0.8225005522874299,4254287,3.363710377719505,1.9017392931566937,1120771,5.801021422053792,3.1395122214270055,355995,15.934717988140092,12.387387378156678,7986,2.1447318935411794,0.7155950030905144,4669922,1.3368262487885962,0.40615049764492595,20755070,1.517807147707754
19,138.48212734000003,36.43194279099998,174.91409736100013,0.9770397635363043,0.886570612937212,0.0013403931442007887,0.9018876089528203,0.0002462166867553606,1.0,0.19999999999999932,0.09999999999999966,0.04999999999999983,2.47343090897426,1.7805376280471683,0.4977463834080845,0.32893487638793883,0.2959412663895637,0.16811691284179686,0.12697463989257812,0.16756332397460938,0.2501588439941406,0.3280810546875,0.13351043701171875,0.18232345581054688,1.5101695019869883,0.4580512211873004,310.39836808313936,2.375848242953724,0.026060174257493605,0.9889109896278433,0.9961291629904938,0.9982449945313651,25424992,1.4584732142835855,0.4713800989091396,47.45100140750408,2.993014418184757,0.028061668712180108,0.9871106244623661,0.9954515242576599,0.9978913559019565,0.8531393289193511,0.2619043478183448,1.9372887459750139,0.884986812131531,3.6699586447835886,2.268687199197882,6.121448895795559,3.899698006105294,15.21369554641399,13.620375326085599,2.096421095281839,0.7522272178530693,1.2753815237060189,0.4143886259011924,0.9034377084235531,0.24379710464755908,19685953,1.9263442205954997,0.8349985027131813,4254287,3.357888878527273,1.884743443077821,1120771,5.702201046075523,3.055296658049119,355995,15.496140718085421,11.797006399267872,7986,2.139743316478505,0.7111691724504069,4669922,1.327999745249416,0.40109930027107343,20755070,1.5101695019869883
